show_id,title,description
4294,Springsteen on Broadway,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
4295,The Theory of Everything,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
4296,F.R.E.D.I.,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
4297,Flowers,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together."
4298,Kita Kita,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
4299,Once in a Lifetime Sessions with George Ezra,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
4300,Once in a Lifetime Sessions with Kasabian,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
4301,Once in a Lifetime Sessions with OneRepublic,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
4302,Once in a Lifetime Sessions with Snow Patrol,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
4303,Sad Hill Unearthed,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
4304,Vanjagar Ulagam,Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
4305,Hymn of Death,"During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women."
4306,Inside the Real Narcos,"Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members."
4307,ROMA,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s."
4308,The Fix,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert."
4309,The Innocent Man,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s."
4310,Tidelands,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
4311,Travelers,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future."
4312,Voltron: Legendary Defender,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil."
4313,Back Street Girls -GOKUDOLS-,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene."
4314,"Out of Many, One","In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test."
4315,Vir Das: Losing It,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
4316,5 Star Christmas,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
4317,Dogs of Berlin,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy."
4318,Dumplin',"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
4319,Free Rein: The Twelve Neighs of Christmas,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia."
4320,Mowgli: Legend of the Jungle,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
4321,Neo Yokio,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society."
4322,Pine Gap,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
4323,ReMastered: Who Killed Jam Master Jay?,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
4324,Super Monsters and the Wish Star,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
4325,The American Meme,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
4326,RUSSELL BRAND: RE:BIRTH,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
4327,The Sound of Your Heart: Reboot,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast."
4328,Memories of the Alhambra,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain."
4329,Teefa in Trouble,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl."
4330,A Beautiful Life,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives."
4331,Accident,A contract killer skilled at staging lethal accidents fears he may be a victim of his own strategy when an accomplice dies in a mysterious mishap.
4332,"Ayotzinapa, el paso de la tortuga","Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
4333,Battle,"After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
